标签名,出现次数,位置(行号:路径)
铁皮剪,2,7439:V2融合世界标签体系/通用分类标签/人造物体/切割器具/切削工具/刃具/一把剪刀/大剪刀/铁皮剪 || 8355:V2融合世界标签体系/通用分类标签/人造物体/器具/棒/杠杆/复式杠杆/一把剪刀/大剪刀/铁皮剪
铁线莲,2,21315:V2融合世界标签体系/通用分类标签/植物/草本竹藤植物/藤本植物/攀登者/铁线莲 || 21350:V2融合世界标签体系/通用分类标签/植物/草本竹藤植物/藤本植物/铁线莲
铁路轨道,2,1161:V2融合世界标签体系/通用分类标签/交通工具/铁路轨道 || 1162:V2融合世界标签体系/通用分类标签/交通工具/铁路轨道
铆钉,2,3339:V2融合世界标签体系/通用分类标签/人造物体/五金工具/紧固件/别针/铆钉 || 10126:V2融合世界标签体系/通用分类标签/人造物体/点缀/铆钉
铜管乐器,2,3292:V2融合世界标签体系/通用分类标签/人造物体/中西乐器/管乐器/铜管乐器 || 29935:V2融合世界标签体系/通用分类标签/声音/乐器/铜管乐器
银,2,31634:V2融合世界标签体系/通用分类标签/材料与物质/元素/金属/贵金属/银 || 31760:V2融合世界标签体系/通用分类标签/材料与物质/导体/银
银叶树,2,20319:V2融合世界标签体系/通用分类标签/植物/乔木灌木林木/乔木/开花乔木/银叶树 || 20484:V2融合世界标签体系/通用分类标签/植物/乔木灌木林木/乔木/银叶树
银器,2,4338:V2融合世界标签体系/通用分类标签/人造物体/厨房餐厨用品/餐具/银器 || 29969:V2融合世界标签体系/通用分类标签/声音/事物声音/家庭声音/银器
铿锵声,2,30601:V2融合世界标签体系/通用分类标签/声音/铿锵声 || 30602:V2融合世界标签体系/通用分类标签/声音/铿锵声
销售,2,19211:V2融合世界标签体系/通用分类标签/文化艺术与媒介/销售 || 25933:V2融合世界标签体系/通用分类标签/行为动作/交易/销售
锅柄状突出部,2,32160:V2融合世界标签体系/通用分类标签/知识与学科/手柄/锅柄状突出部 || 32427:V2融合世界标签体系/通用分类标签/知识与学科/锅柄状突出部
锡,2,8759:V2融合世界标签体系/通用分类标签/人造物体/容器/器皿/锡 || 31637:V2融合世界标签体系/通用分类标签/材料与物质/元素/金属/锡
锡兰醋栗,2,20488:V2融合世界标签体系/通用分类标签/植物/乔木灌木林木/乔木/锡兰醋栗 || 29290:V2融合世界标签体系/通用分类标签/食物/农产品/食用水果/锡兰醋栗
锤子,2,5643:V2融合世界标签体系/通用分类标签/人造物体/工业机械设备/锤子 || 29977:V2融合世界标签体系/通用分类标签/声音/事物声音/工具/锤子
锦鲤,2,13412:V2融合世界标签体系/通用分类标签/动物/水生非哺乳生物/硬骨鱼/真骨鱼/软鳍鱼/鲤形目鱼类/鲤科鱼/鲤鱼/锦鲤 || 13413:V2融合世界标签体系/通用分类标签/动物/水生非哺乳生物/硬骨鱼/真骨鱼/软鳍鱼/鲤形目鱼类/鲤科鱼/鲤鱼/锦鲤
键盘,2,5988:V2融合世界标签体系/通用分类标签/人造物体/数码 3C 电子/键盘 || 11615:V2融合世界标签体系/通用分类标签/人造物体/键盘
锯,2,9176:V2融合世界标签体系/通用分类标签/人造物体/手工工具/锯 || 27046:V2融合世界标签体系/通用分类标签/行为动作/锯
镶嵌,2,10127:V2融合世界标签体系/通用分类标签/人造物体/点缀/镶嵌 || 19214:V2融合世界标签体系/通用分类标签/文化艺术与媒介/镶嵌
长号,2,3302:V2融合世界标签体系/通用分类标签/人造物体/中西乐器/管乐器/铜管乐器/长号 || 29940:V2融合世界标签体系/通用分类标签/声音/乐器/铜管乐器/长号
长寿花水仙,2,22103:V2融合世界标签体系/通用分类标签/植物/球根植物/水仙属/喇叭水仙/长寿花水仙 || 22104:V2融合世界标签体系/通用分类标签/植物/球根植物/水仙属/长寿花水仙
长手套,2,7892:V2融合世界标签体系/通用分类标签/人造物体/商品/消费品/可穿戴设备/手部穿戴物/手套/长手套 || 10958:V2融合世界标签体系/通用分类标签/人造物体/覆盖物/可穿戴设备/手部穿戴物/手套/长手套
长板,2,1054:V2融合世界标签体系/通用分类标签/交通工具/轮式车辆/滑板/长板 || 9082:V2融合世界标签体系/通用分类标签/人造物体/扁平立体/板/冲浪板/长板
长笛,2,3303:V2融合世界标签体系/通用分类标签/人造物体/中西乐器/管乐器/长笛 || 6828:V2融合世界标签体系/通用分类标签/人造物体/益智玩具/长笛
长筒袜,2,8190:V2融合世界标签体系/通用分类标签/人造物体/商品/消费品/可穿戴设备/鞋子/袜类/长筒袜 || 11256:V2融合世界标签体系/通用分类标签/人造物体/覆盖物/可穿戴设备/鞋子/袜类/长筒袜
长绒地毯,2,8582:V2融合世界标签体系/通用分类标签/人造物体/家具/地毯/长绒地毯 || 11276:V2融合世界标签体系/通用分类标签/人造物体/覆盖物/地板蒙布/地毯/长绒地毯
长裙,2,8067:V2融合世界标签体系/通用分类标签/人造物体/商品/消费品/可穿戴设备/衣服/女裙/长裙 || 11133:V2融合世界标签体系/通用分类标签/人造物体/覆盖物/可穿戴设备/衣服/女裙/长裙
长途客车,2,678:V2融合世界标签体系/通用分类标签/交通工具/公共运输/公交车/长途客车 || 2066:V2融合世界标签体系/通用分类标签/人物与人体/会长/教练/长途客车
门把手,2,27049:V2融合世界标签体系/通用分类标签/行为动作/门把手 || 32161:V2融合世界标签体系/通用分类标签/知识与学科/手柄/门把手
门牌,2,9108:V2融合世界标签体系/通用分类标签/人造物体/扁平立体/铭牌/门牌 || 9109:V2融合世界标签体系/通用分类标签/人造物体/扁平立体/铭牌/门牌/门牌
闪电,2,19215:V2融合世界标签体系/通用分类标签/文化艺术与媒介/闪电 || 27052:V2融合世界标签体系/通用分类标签/行为动作/闪光/闪电
问候,2,26266:V2融合世界标签体系/通用分类标签/行为动作/去/问候 || 27053:V2融合世界标签体系/通用分类标签/行为动作/问候
阁楼,2,17570:V2融合世界标签体系/通用分类标签/建筑与基础设施/分隔物/墙/阁楼 || 17826:V2融合世界标签体系/通用分类标签/建筑与基础设施/地板/阁楼
阔幅地毯,2,8583:V2融合世界标签体系/通用分类标签/人造物体/家具/地毯/阔幅地毯 || 11277:V2融合世界标签体系/通用分类标签/人造物体/覆盖物/地板蒙布/地毯/阔幅地毯
防护服装,2,8161:V2融合世界标签体系/通用分类标签/人造物体/商品/消费品/可穿戴设备/防护服装 || 11227:V2融合世界标签体系/通用分类标签/人造物体/覆盖物/可穿戴设备/防护服装
防水外套,2,7830:V2融合世界标签体系/通用分类标签/人造物体/商品/消费品/可穿戴设备/外套服装/防水外套 || 10896:V2融合世界标签体系/通用分类标签/人造物体/覆盖物/可穿戴设备/外套服装/防水外套
防水夹克,2,8020:V2融合世界标签体系/通用分类标签/人造物体/商品/消费品/可穿戴设备/衣服/外衣/外套/防水夹克 || 11086:V2融合世界标签体系/通用分类标签/人造物体/覆盖物/可穿戴设备/衣服/外衣/外套/防水夹克
阿拉伯人,2,2980:V2融合世界标签体系/通用分类标签/人物与人体/白人/闪米特人/阿拉伯人 || 12140:V2融合世界标签体系/通用分类标签/动物/哺乳动物/马科动物/家马/坐骑/阿拉伯人
陀螺,2,18823:V2融合世界标签体系/通用分类标签/文化艺术与媒介/区域/陀螺 || 32293:V2融合世界标签体系/通用分类标签/知识与学科/界限/表面/陀螺
院子,2,8324:V2融合世界标签体系/通用分类标签/人造物体/器具/杆/杆/圆材/院子 || 17647:V2融合世界标签体系/通用分类标签/建筑与基础设施/区/围场/院子
隐睾公马,2,15079:V2融合世界标签体系/通用分类标签/动物/后代/幼年哺乳动物/雏马/小雄驹/隐睾公马 || 15577:V2融合世界标签体系/通用分类标签/动物/雄性/小雄驹/隐睾公马
障碍赛道,2,1173:V2融合世界标签体系/通用分类标签/交通工具/障碍赛道 || 10734:V2融合世界标签体系/通用分类标签/人造物体/装置/球场/障碍赛道
集合,2,10413:V2融合世界标签体系/通用分类标签/人造物体/电子设备/集合 || 23626:V2融合世界标签体系/通用分类标签/组织机构与社会事件/集合
集材机,2,2486:V2融合世界标签体系/通用分类标签/人物与人体/劳动者/集材机 || 3151:V2融合世界标签体系/通用分类标签/人物与人体/集材机
雏菊,2,21863:V2融合世界标签体系/通用分类标签/植物/显花植物/开花植物/开花植物/雏菊 || 21864:V2融合世界标签体系/通用分类标签/植物/显花植物/开花植物/开花植物/雏菊/雏菊
雕塑,2,6987:V2融合世界标签体系/通用分类标签/人造物体/艺术品与工艺品/雕塑 || 18638:V2融合世界标签体系/通用分类标签/文化艺术与媒介/视觉艺术/雕塑
雨披,2,8037:V2融合世界标签体系/通用分类标签/人造物体/商品/消费品/可穿戴设备/衣服/外衣/披风/雨披 || 11103:V2融合世界标签体系/通用分类标签/人造物体/覆盖物/可穿戴设备/衣服/外衣/披风/雨披
雨滴,2,23854:V2融合世界标签体系/通用分类标签/自然景观/天文天象气象/雨/雨滴 || 31360:V2融合世界标签体系/通用分类标签/时间数量与度量/不定量/少量/液滴/雨滴
雨靴,2,11356:V2融合世界标签体系/通用分类标签/人造物体/覆盖物/足部装备/皮靴/雨靴 || 11632:V2融合世界标签体系/通用分类标签/人造物体/雨靴
雪地服,2,8038:V2融合世界标签体系/通用分类标签/人造物体/商品/消费品/可穿戴设备/衣服/外衣/雪地服 || 11104:V2融合世界标签体系/通用分类标签/人造物体/覆盖物/可穿戴设备/衣服/外衣/雪地服
雪松,2,20097:V2融合世界标签体系/通用分类标签/植物/乔木灌木林木/针叶树/雪松 || 20102:V2融合世界标签体系/通用分类标签/植物/乔木灌木林木/针叶树/雪松
雪球,2,10198:V2融合世界标签体系/通用分类标签/人造物体/玩具/球/雪球 || 21935:V2融合世界标签体系/通用分类标签/植物/显花植物/开花植物/野花/沙地马鞭草/雪球
雪茄,2,31823:V2融合世界标签体系/通用分类标签/材料与物质/植物材料/植物产品/烟草/烟草卷/雪茄 || 31837:V2融合世界标签体系/通用分类标签/材料与物质/毒品/毒品/烟草/烟草卷/雪茄
零售,2,25936:V2融合世界标签体系/通用分类标签/行为动作/交易/销售/零售 || 26170:V2融合世界标签体系/通用分类标签/行为动作/出卖/零售
零食,2,28988:V2融合世界标签体系/通用分类标签/食物/一道菜/零食 || 29795:V2融合世界标签体系/通用分类标签/食物/零食
雷暴,2,23868:V2融合世界标签体系/通用分类标签/自然景观/天文天象气象/风暴/雷暴 || 30544:V2融合世界标签体系/通用分类标签/声音/自然声音/雷暴
雾号,2,19625:V2融合世界标签体系/通用分类标签/文字与信息图形/信号/警报/雾号 || 30647:V2融合世界标签体系/通用分类标签/声音/雾号
露背装,2,7925:V2融合世界标签体系/通用分类标签/人造物体/商品/消费品/可穿戴设备/服装/露背装 || 10991:V2融合世界标签体系/通用分类标签/人造物体/覆盖物/可穿戴设备/服装/露背装
露营,2,25048:V2融合世界标签体系/通用分类标签/行为动作/休闲娱乐动作/露营 || 27059:V2融合世界标签体系/通用分类标签/行为动作/露营
青铜雕像,2,18646:V2融合世界标签体系/通用分类标签/文化艺术与媒介/视觉艺术/雕塑/塑像/青铜雕像 || 18647:V2融合世界标签体系/通用分类标签/文化艺术与媒介/视觉艺术/雕塑/塑像/青铜雕像
青铜雕塑,2,18654:V2融合世界标签体系/通用分类标签/文化艺术与媒介/视觉艺术/雕塑/青铜雕塑 || 18655:V2融合世界标签体系/通用分类标签/文化艺术与媒介/视觉艺术/雕塑/青铜雕塑
非洲菊,2,21866:V2融合世界标签体系/通用分类标签/植物/显花植物/开花植物/开花植物/非洲菊 || 21867:V2融合世界标签体系/通用分类标签/植物/显花植物/开花植物/开花植物/非洲菊/非洲菊
面包师,2,2434:V2融合世界标签体系/通用分类标签/人物与人体/劳动者/技术工人/面包师 || 3126:V2融合世界标签体系/通用分类标签/人物与人体/资本家/商业人士/商人/面包师
面包果,2,20299:V2融合世界标签体系/通用分类标签/植物/乔木灌木林木/乔木/开花乔木/果树/面包果 || 29291:V2融合世界标签体系/通用分类标签/食物/农产品/食用水果/面包果
面包篮,2,8838:V2融合世界标签体系/通用分类标签/人造物体/容器/手提篮/面包篮 || 29805:V2融合世界标签体系/通用分类标签/食物/面包篮
面粉,2,28244:V2融合世界标签体系/通用分类标签/食物/生鲜食材/面粉 || 29853:V2融合世界标签体系/通用分类标签/食物/食品/面粉
面纱,2,8041:V2融合世界标签体系/通用分类标签/人造物体/商品/消费品/可穿戴设备/衣服/头部覆盖物/面纱 || 11107:V2融合世界标签体系/通用分类标签/人造物体/覆盖物/可穿戴设备/衣服/头部覆盖物/面纱
