标签名,出现次数,位置(行号:路径)
背心,2,7678:V2融合世界标签体系/通用分类标签/人造物体/商品/消费品/可穿戴设备/衣服/背心 || 7690:V2融合世界标签体系/通用分类标签/人造物体/商品/消费品/可穿戴设备/衣服/衬衣/背心
背部,2,8860:V2融合世界标签体系/通用分类标签/人造物体/支持/背部 || 30818:V2融合世界标签体系/IP 分类标签/真人与人物 IP/体育明星/足球运动员/背部
胎面,2,8858:V2融合世界标签体系/通用分类标签/人造物体/支持/结构构件/胎面 || 10420:V2融合世界标签体系/通用分类标签/人造物体/连接/交汇处/接触/胎面
胡桃夹子,2,7910:V2融合世界标签体系/通用分类标签/人造物体/器具/棒/杠杆/复式杠杆/胡桃夹子 || 13463:V2融合世界标签体系/通用分类标签/动物/鸟类/鸣禽/鸦科鸟类/胡桃夹子
胶囊,2,8408:V2融合世界标签体系/通用分类标签/人造物体/容器/胶囊 || 29924:V2融合世界标签体系/通用分类标签/材料与物质/毒品/医药/丸药/胶囊
胶带,2,3339:V2融合世界标签体系/通用分类标签/人造物体/办公文具/胶带 || 9207:V2融合世界标签体系/通用分类标签/人造物体/条带/带子/胶带
胶片相机,2,8747:V2融合世界标签体系/通用分类标签/人造物体/摄影设备/照相机/胶片相机 || 8754:V2融合世界标签体系/通用分类标签/人造物体/摄影设备/胶片相机
脚尖,2,2406:V2融合世界标签体系/通用分类标签/人物与人体/外部身体部位/肢端/脚尖 || 10300:V2融合世界标签体系/通用分类标签/人造物体/覆盖物/脚趾/脚尖
腰果,2,18810:V2融合世界标签体系/通用分类标签/植物/乔木灌木林木/乔木/开花乔木/坚果树/腰果 || 22982:V2融合世界标签体系/通用分类标签/自然景观/植物结构/植物器官/生殖结构/果子/种子/坚果/食用坚果/腰果
腿,2,2394:V2融合世界标签体系/通用分类标签/人物与人体/外部身体部位/成员/翼/腿 || 27788:V2融合世界标签体系/通用分类标签/食物/肉/切割/腿
自动手枪,2,10667:V2融合世界标签体系/通用分类标签/人造物体/武器/手枪/半自动枪炮/自动枪/自动手枪 || 10678:V2融合世界标签体系/通用分类标签/人造物体/武器/手枪/自动手枪
自尊,2,29274:V2融合世界标签体系/通用分类标签/属性与状态/感受/幸福/自尊 || 29284:V2融合世界标签体系/通用分类标签/属性与状态/感受/自豪/自尊
自治市镇,2,24321:V2融合世界标签体系/通用分类标签/行为动作/社交互动动作/聚会/自治市镇 || 30115:V2融合世界标签体系/通用分类标签/知识与学科/地区/行政区/自治市镇
自然灾害,2,21635:V2融合世界标签体系/通用分类标签/组织机构与社会事件/事故与灾害事件/自然灾害 || 22674:V2融合世界标签体系/通用分类标签/自然景观/自然灾害
舞台,2,335:V2融合世界标签体系/通用分类标签/交通工具/畜力与传统载具/马车/四乘驾/舞台 || 10049:V2融合世界标签体系/通用分类标签/人造物体/表面/水平仪/平台/舞台
航空发动机,2,919:V2融合世界标签体系/通用分类标签/交通工具/航空器/航空发动机 || 9138:V2融合世界标签体系/通用分类标签/人造物体/机器/发动机/航空发动机
船,2,256:V2融合世界标签体系/通用分类标签/交通工具/水上载具/船 || 863:V2融合世界标签体系/通用分类标签/交通工具/水上交通工具/船
艺术家,2,30844:V2融合世界标签体系/IP 分类标签/真人与人物 IP/历史古人/艺术家 || 30996:V2融合世界标签体系/IP 分类标签/真人与人物 IP/科学文化人物/艺术家
节拍,2,18272:V2融合世界标签体系/通用分类标签/文字与信息图形/听觉交流/节拍 || 30320:V2融合世界标签体系/通用分类标签/知识与学科/线/小径/节拍
芦笋,2,21062:V2融合世界标签体系/通用分类标签/植物/草本植物/芦笋 || 27490:V2融合世界标签体系/通用分类标签/食物/农产品/蔬菜/芦笋
花园,2,15032:V2融合世界标签体系/通用分类标签/场景/自然户外场景/田野/宅基地附属范围/花园 || 20703:V2融合世界标签体系/通用分类标签/植物/种植园/花园
花店,2,14618:V2融合世界标签体系/通用分类标签/场景/室内场景/商店/花店 || 16823:V2融合世界标签体系/通用分类标签/建筑与基础设施/机构/商业机构/花店
花栗鼠,2,10840:V2融合世界标签体系/通用分类标签/动物/哺乳动物/啮齿动物/松鼠/花栗鼠 || 14436:V2融合世界标签体系/通用分类标签/动物/野生动物/啮齿目动物/花栗鼠
花椰菜,2,20838:V2融合世界标签体系/通用分类标签/植物/草本植物/十字花科植物/花椰菜 || 27436:V2融合世界标签体系/通用分类标签/食物/农产品/蔬菜/十字花科蔬菜/花椰菜
花盆,2,8276:V2融合世界标签体系/通用分类标签/人造物体/容器/器皿/花盆 || 8410:V2融合世界标签体系/通用分类标签/人造物体/容器/花盆
花童,2,1378:V2融合世界标签体系/通用分类标签/人物与人体/性别与生理属性/女性/女儿/花童 || 2827:V2融合世界标签体系/通用分类标签/人物与人体/资本家/商业人士/商人/供应商/花童
花篮,2,8332:V2融合世界标签体系/通用分类标签/人造物体/容器/手提篮/花篮 || 8413:V2融合世界标签体系/通用分类标签/人造物体/容器/花篮
花蜜,2,27695:V2融合世界标签体系/通用分类标签/食物/果汁/花蜜 || 30014:V2融合世界标签体系/通用分类标签/材料与物质/身体物质/液态体液/分泌/花蜜
苏打饼干,2,26229:V2融合世界标签体系/通用分类标签/食物/烘焙甜品点心/饼干/苏打饼干 || 26432:V2融合世界标签体系/通用分类标签/食物/烘焙甜品点心/苏打饼干
苔藓植物,2,20726:V2融合世界标签体系/通用分类标签/植物/苔藓植物 || 29661:V2融合世界标签体系/通用分类标签/时间数量与度量/无维管生物/苔藓植物
英国车库音乐,2,18335:V2融合世界标签体系/通用分类标签/文字与信息图形/听觉交流/音乐流派/电子音乐/电子舞曲/英国车库音乐 || 18338:V2融合世界标签体系/通用分类标签/文字与信息图形/听觉交流/音乐流派/电子音乐/英国车库音乐
茶,2,19227:V2融合世界标签体系/通用分类标签/植物/乔木灌木林木/灌木/茶 || 27985:V2融合世界标签体系/通用分类标签/食物/调味剂/芳草/茶
茶包,2,8155:V2融合世界标签体系/通用分类标签/人造物体/容器/包/茶包 || 27989:V2融合世界标签体系/通用分类标签/食物/调味剂/芳草/茶/茶包
茶壶,2,3978:V2融合世界标签体系/通用分类标签/人造物体/厨房餐厨用品/炊具/壶/茶壶 || 4260:V2融合世界标签体系/通用分类标签/人造物体/厨房餐厨用品/茶壶
草原,2,15060:V2融合世界标签体系/通用分类标签/场景/自然户外场景/草原 || 22672:V2融合世界标签体系/通用分类标签/自然景观/生态环境/草原
荔枝,2,18890:V2融合世界标签体系/通用分类标签/植物/乔木灌木林木/乔木/开花乔木/果树/荔枝 || 27626:V2融合世界标签体系/通用分类标签/食物/农产品/食用水果/荔枝
莳萝,2,21070:V2融合世界标签体系/通用分类标签/植物/草本植物/莳萝 || 27990:V2融合世界标签体系/通用分类标签/食物/调味剂/芳草/莳萝
菊花,2,20455:V2融合世界标签体系/通用分类标签/植物/显花植物/开花植物/菊花 || 23024:V2融合世界标签体系/通用分类标签/自然景观/植物结构/植物器官/生殖结构/花/菊花
菠菜,2,21088:V2融合世界标签体系/通用分类标签/植物/草本植物/蔬菜/菠菜 || 27456:V2融合世界标签体系/通用分类标签/食物/农产品/蔬菜/叶菜/菠菜
萨摩耶犬,2,2305:V2融合世界标签体系/通用分类标签/人物与人体/原住民/俄罗斯人或俄语/萨摩耶犬 || 10919:V2融合世界标签体系/通用分类标签/动物/哺乳动物/犬科动物/家犬/尖嘴犬/萨摩耶犬
葡萄柚,2,18854:V2融合世界标签体系/通用分类标签/植物/乔木灌木林木/乔木/开花乔木/果树/柑橘属/葡萄柚 || 27570:V2融合世界标签体系/通用分类标签/食物/农产品/食用水果/柑橘属/葡萄柚
葡萄水仙,2,20626:V2融合世界标签体系/通用分类标签/植物/球根植物/百合科植物/五色水仙/葡萄水仙 || 20650:V2融合世界标签体系/通用分类标签/植物/球根植物/百合科植物/葡萄水仙
葡萄酒,2,27139:V2融合世界标签体系/通用分类标签/食物/饮品类/葡萄酒 || 27868:V2融合世界标签体系/通用分类标签/食物/致醉物/葡萄酒
蒙哈榭葡萄酒,2,27881:V2融合世界标签体系/通用分类标签/食物/致醉物/葡萄酒/勃艮第/蒙哈榭葡萄酒 || 27905:V2融合世界标签体系/通用分类标签/食物/致醉物/葡萄酒/白葡萄酒/蒙哈榭葡萄酒
蒸锅,2,3998:V2融合世界标签体系/通用分类标签/人造物体/厨房餐厨用品/炊具/蒸锅 || 4278:V2融合世界标签体系/通用分类标签/人造物体/厨房餐厨用品/蒸锅
蓝宝石,2,6582:V2融合世界标签体系/通用分类标签/人造物体/箱包首饰/珠宝首饰/宝石/蓝宝石 || 29971:V2融合世界标签体系/通用分类标签/材料与物质/矿物/刚玉/蓝宝石
蓝莓,2,19229:V2融合世界标签体系/通用分类标签/植物/乔木灌木林木/灌木/蓝莓 || 27596:V2融合世界标签体系/通用分类标签/食物/农产品/食用水果/浆果/蓝莓
蔓越莓,2,19230:V2融合世界标签体系/通用分类标签/植物/乔木灌木林木/灌木/蔓越莓 || 27597:V2融合世界标签体系/通用分类标签/食物/农产品/食用水果/浆果/蔓越莓
蔬菜,2,21084:V2融合世界标签体系/通用分类标签/植物/草本植物/蔬菜 || 27420:V2融合世界标签体系/通用分类标签/食物/农产品/蔬菜
蕨类植物,2,19980:V2融合世界标签体系/通用分类标签/植物/不开花植物/蕨类植物 || 21212:V2融合世界标签体系/通用分类标签/植物/蕨类植物
薄纱,2,7296:V2融合世界标签体系/通用分类标签/人造物体/台布/啮合/薄纱 || 7381:V2融合世界标签体系/通用分类标签/人造物体/台布/薄纱
薯蓣,2,22880:V2融合世界标签体系/通用分类标签/自然景观/植物结构/植物器官/(花草的)茎/块根/薯蓣 || 27478:V2融合世界标签体系/通用分类标签/食物/农产品/蔬菜/根菜类/甘薯/薯蓣
藤,2,6789:V2融合世界标签体系/通用分类标签/人造物体/乐器/器械/刑具/开关/藤 || 22888:V2融合世界标签体系/通用分类标签/自然景观/植物结构/植物器官/(花草的)茎/手杖/藤
藿香蓟,2,20461:V2融合世界标签体系/通用分类标签/植物/显花植物/开花植物/藿香蓟 || 21092:V2融合世界标签体系/通用分类标签/植物/草本植物/藿香蓟
虚拟主播,2,31010:V2融合世界标签体系/IP 分类标签/真人与人物 IP/网络内容创作者/虚拟主播 || 31014:V2融合世界标签体系/IP 分类标签/真人与人物 IP/虚拟偶像/虚拟主播
虻,2,14143:V2融合世界标签体系/通用分类标签/动物/无脊椎动物/节肢动物/昆虫/双翅昆虫/苍蝇/牛虻/虻 || 14147:V2融合世界标签体系/通用分类标签/动物/无脊椎动物/节肢动物/昆虫/双翅昆虫/虱蝇/虻
蚊子,2,14148:V2融合世界标签体系/通用分类标签/动物/无脊椎动物/节肢动物/昆虫/双翅昆虫/蚊子 || 28638:V2融合世界标签体系/通用分类标签/声音/昆虫/蚊子
蛋糕,2,23096:V2融合世界标签体系/通用分类标签/节日与符号/庆典仪式元素/蛋糕 || 26151:V2融合世界标签体系/通用分类标签/食物/烘焙甜品点心/蛋糕
蜘蛛网,2,7382:V2融合世界标签体系/通用分类标签/人造物体/台布/蜘蛛网 || 8018:V2融合世界标签体系/通用分类标签/人造物体/圈套/缠结/蜘蛛网
蜜月,2,29586:V2融合世界标签体系/通用分类标签/时间数量与度量/基本量/一段时间/休假时间/闲暇/休假/蜜月 || 29626:V2融合世界标签体系/通用分类标签/时间数量与度量/基本量/一段时间/蜜月
蝇量级,2,1782:V2融合世界标签体系/通用分类标签/人物与人体/交战者/拳击手/蝇量级 || 1786:V2融合世界标签体系/通用分类标签/人物与人体/交战者/摔跤手/蝇量级
蝴蝶兰,2,20289:V2融合世界标签体系/通用分类标签/植物/显花植物/开花植物/兰科植物/红门兰/蝴蝶兰 || 20304:V2融合世界标签体系/通用分类标签/植物/显花植物/开花植物/兰科植物/蝴蝶兰
螺丝刀,2,5261:V2融合世界标签体系/通用分类标签/人造物体/工业机械设备/螺丝刀 || 8654:V2融合世界标签体系/通用分类标签/人造物体/手工工具/螺丝刀
螺旋桨,2,921:V2融合世界标签体系/通用分类标签/交通工具/航空器/航空发动机/螺旋桨 || 9037:V2融合世界标签体系/通用分类标签/人造物体/机制/机械装置/螺旋桨
蟑螂,2,14215:V2融合世界标签体系/通用分类标签/动物/无脊椎动物/节肢动物/昆虫/网翅目昆虫/蟑螂 || 22772:V2融合世界标签体系/通用分类标签/自然景观/天然覆盖物/体表覆盖物/头发/发型/蟑螂
血压计,2,3896:V2融合世界标签体系/通用分类标签/人造物体/医疗器械/血压计 || 6743:V2融合世界标签体系/通用分类标签/人造物体/乐器/器械/仪器/标准度量/压力表/血压计
行李,2,1374:V2融合世界标签体系/通用分类标签/人物与人体/性别与生理属性/女性/女人/行李 || 7076:V2融合世界标签体系/通用分类标签/人造物体/军需品/行李
衣服,2,7533:V2融合世界标签体系/通用分类标签/人造物体/商品/消费品/可穿戴设备/衣服 || 22804:V2融合世界标签体系/通用分类标签/自然景观/天然覆盖物/衣服
衣柜,2,4635:V2融合世界标签体系/通用分类标签/人造物体/家具大件/衣柜 || 7192:V2融合世界标签体系/通用分类标签/人造物体/压机/衣柜
